purchases_frequency,oneoff_share,cash_advance_ratio,oneoff_purchases_frequency,prc_full_payment,credit_limit,balance_frequency
-0.9515200629189922,-0.9517500580765804,-0.7519071313324821,-0.7398941579665655,-0.6542207209531965,-0.9964012762111636,-0.25789319562723756
-1.3721036963659112,-0.9517500580765804,1.5964838557687837,-0.7398941579665655,0.025487390719912358,0.6045118761064772,0.1501055651555881
-1.1618131413908286,1.427420427218831,-0.7519071313324821,-0.4800467041014978,-0.6542207209531965,-0.9430375044672422,0.5581043259384137
1.1513930573220963,1.196455673443606,-0.7519071313324821,2.3782877611419244,2.4044688402653542,2.3388344577839213,0.5581043259384137
1.1513930573220963,-0.9517500580765804,-0.7519071313324821,-0.7398941579665655,-0.6542207209531965,-0.6495367598756748,0.5581043259384137
-0.5309389529688268,0.8750819240915952,-0.7519071313324821,-0.4800467041014978,-0.6542207209531965,0.6045118761064772,0.5581043259384137
-0.9515200629189922,1.427420427218831,-0.7519071313324821,-0.22019613205451086,-0.6542207209531965,1.6717873109849044,-1.481889477975714
-0.7412295079439094,1.427420427218831,-0.7519071313324821,0.039651321810556917,-0.6542207209531965,-0.7295824174915568,-0.25789319562723756
1.1513930573220963,0.896755817470002,-0.7519071313324821,0.039651321810556917,0.11045166935144125,-0.46276355877195,0.5581043259384137
0.5205188689000944,-0.48440246624492034,-0.7519071313324821,-0.22019613205451086,-0.39933094374817096,0.7379213054662805,0.5581043259384137
-1.3721036963659112,-0.9517500580765804,1.5964838557687837,-0.7398941579665655,-0.6542207209531965,-0.46276355877195,-0.00289453113682849
-0.3206458744969902,-0.9517500580765804,-0.7519071313324821,-0.7398941579665655,0.11045166935144125,-0.5961729881317535,-1.8898927267493963
0.31022831392501166,-0.16867818227795198,-0.7519071313324821,-0.4800467041014978,-0.6542207209531965,2.2054250284241177,0.5581043259384137
1.1513930573220963,1.2591152372347494,-0.6702787139435247,2.1184403072768565,-0.6542207209531965,1.738492025664806,0.5581043259384137
